;Inventário Equipamentos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"
 Unidade de Saúde: HOSPITAL UNIVERSITÁRIO PROFº. DR. HORÁCIO CARLOS PANEPUCCI";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NEC;U.S.;Sigla Órgão;Nome Órgão;Localização;Identificador;N.º Série;Tipo Equipamento;Classe;Marca;Modelo;Fornecedor;Valor (R$);Aquisição;Núm. Doc. da Aquisição;Nota Fiscal;Garantia;Data Desativação;Desativado;Parecer Desativação;Permitir O.S.;Baixado;Contrato;Equipamento Crítico;Equipamento Próprio;Descrição Complementar;N.º Quebras;N.º Serviço Externo;N.º Peças Utilizadas;Custo Serviço Externo (R$);Custo Peça (R$);Vida Útil;Indisponibilidade (dias);Última MP
HU-UFSCAR;HU;LAC;LABORATÓRIO DE ANÁLISES CLÍNICAS;LABORATÓRIO;500031/0010018007;H6CT81002153;AGITADOR AQUECEDOR;EQUIPAMENTO;THERMO SCIENTIFIC;TUBE REVOLVER;DATAMED LTDA;5646;04/05/2020;;38152;04/05/2022;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HU-UFSCAR;HU;LAC;LABORATÓRIO DE ANÁLISES CLÍNICAS;LABORATÓRIO;499754/0010018006;J7KT18381;AGITADOR LAB;EQUIPAMENTO;THERMO SCIENTIFIC;LP VORTEX MIXER;DATAMED LTDA;3340;04/05/2020;;38152;04/05/2022;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HU-UFSCAR;HU;LAC;LABORATÓRIO DE ANÁLISES CLÍNICAS;LABORATÓRIO;500032/0010018008;J7KT18382;AGITADOR LAB;EQUIPAMENTO;THERMO SCIENTIFIC;LP VORTEX MIXER;DATAMED LTDA;3340;04/05/2020;;38152;04/05/2022;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HU-UFSCAR;HU;STEC-ECQ;ECQ/HU-UFSCAR;ENGENHARIA CLÍNICA;ECQ001;1447HF400-;ANA BISTURI;EQUIPAMENTO;SPL ELEKTRONIK;HF-400;ENGEMED INDUSTRIA E COMERCIO LTDA;37000;03/09/2019;;01728;03/09/2020;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;ANALISADOR DE BISTURI;;;;;;;;
HU-UFSCAR;HU;STEC-ECQ;ECQ/HU-UFSCAR;SALA DE CALIBRAÇÃO ;;1447HF400;ANA BISTURI;INSTRUMENTO DE CALIBRAÇÃO;SPL ELEKTRONIK;HF-400;ECQ COMERCIO E MANUTENCAO HOSPITALAR LTDA;0;22/03/2023;;000;22/03/2024;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HU-UFSCAR;HU;STEC-ECQ;ECQ/HU-UFSCAR;SALA DE CALIBRAÇÃO ;;20140610007;ANA DESFIBRILADOR;INSTRUMENTO DE CALIBRAÇÃO;NEOS;JAU-130;TESTE/ AGUARDANDO CADASTRO DE FORNECEDOR;0;22/03/2023;;000;22/03/2024;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HU-UFSCAR;HU;STEC;SETOR DE ENGENHARIA CLÍNICA;SALA DISTRIBUIÇÃO;10022727;MX12CE007703/25;ANA FIS MOBILIDADE PERISTALTICA ESOFAGICA;EQUIPAMENTO;ALACER;MULTIPLEX-12-C;ALACER INDUSTRIA ELETRONICA LTDA;22716;11/03/2026;23763.000952/2026-44;65889;11/03/2028;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"NOTA DE EMPENHO 2025NE001825 - ALACER (56249015)

VERIFICAR OS ITENS ENTREGUES JUNTO AO EQUIPAMENTO CONFORME NOTA FISCAL 65889 ANEXADA.";;;;;;;;
HU-UFSCAR;HU;STEC;SETOR DE ENGENHARIA CLÍNICA;SALA ECQ;10022728;MX24C059501/26;ANA FIS MOBILIDADE PERISTALTICA ESOFAGICA;EQUIPAMENTO;ALACER;MULTIPLEX-24-C;ALACER INDUSTRIA ELETRONICA LTDA;84092,81;11/03/2026;23763.000952/2026-44;65889;11/03/2028;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"NOTA DE EMPENHO 2025NE001825 - ALACER (56249015)

VERIFICAR OS ITENS ENTREGUES JUNTO AO EQUIPAMENTO CONFORME NOTA FISCAL 65889 ANEXADA.";;;;;;;;
HU-UFSCAR;HU;LAC;LABORATÓRIO DE ANÁLISES CLÍNICAS;LABORATÓRIO ;LAB00018;025016254;ANA LAB BIOQUIMICO;EQUIPAMENTO;ORTHO;VITROS-250;CQC TECNOLOGIA EM SISTEMAS DIAGNOSTICOS LTDA;69725,33;08/02/2022;23763.001900/2024-23;138351;08/02/2022;;NÃO;NÃO;SIM;NÃO;NÃO;SIM;NÃO;;;;;;;;;
HU-UFSCAR;HU;LAC;LABORATÓRIO DE ANÁLISES CLÍNICAS;LABORATORIO;LAB0009;T1H12XM900369;ANA LAB GAS SANGUINEO-PH-ELETROLITO;EQUIPAMENTO;SIEMENS;EPOC;CENTERLAB CENTRAL DE LABORATORIOS LTDA;0;04/04/2024;23763.001777/2023-60;193903;04/05/2025;;NÃO;NÃO;SIM;NÃO;NÃO;SIM;NÃO;;;;;;;;;
HU-UFSCAR;HU;LAC;LABORATÓRIO DE ANÁLISES CLÍNICAS;LABORATORIO;LAB0020;57980;ANA LAB GAS SANGUINEO-PH-ELETROLITO;EQUIPAMENTO;SIEMENS;RAPID POINT-500-E;CENTERLAB CENTRAL DE LABORATORIOS LTDA;170351,5;11/06/2024;;198193;11/06/2025;;NÃO;NÃO;SIM;NÃO;NÃO;SIM;NÃO;;;;;;;;;
HU-UFSCAR;HU;LAC;LABORATÓRIO DE ANÁLISES CLÍNICAS;LABORATORIO;LAB0006;26719;ANA LAB HEM COAGULACAO;EQUIPAMENTO;SYSMEX;CA-660;SIEMENS HEALTHCARE DIAGNÓSTICOS SA;0;01/01/2012;;0;01/01/2013;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HU-UFSCAR;HU;LAC;LABORATÓRIO DE ANÁLISES CLÍNICAS;LABORATÓRIO;498691/0010018817;8938-00;ANA LAB HEM CTG CELULA MANUAL;EQUIPAMENTO;KACIL;CCS-01;FRATELLI COMÉRCIO DE MÁQUINAS E EQUIPAMENTOS LTDA;503,22;27/06/2019;;*;27/06/2020;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HU-UFSCAR;HU;LAC;LABORATÓRIO DE ANÁLISES CLÍNICAS;LABORATÓRIO;498692/0010018818/LAB0022;8935-00;ANA LAB HEM CTG CELULA MANUAL;EQUIPAMENTO;KACIL;CCS-01;FRATELLI COMÉRCIO DE MÁQUINAS E EQUIPAMENTOS LTDA;503,22;27/06/2019;;*;27/06/2020;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HU-UFSCAR;HU;LAC;LABORATÓRIO DE ANÁLISES CLÍNICAS;LABORATÓRIO;498694/0010018820;8937-00;ANA LAB HEM CTG CELULA MANUAL;EQUIPAMENTO;KACIL;CCS-01;FRATELLI COMÉRCIO DE MÁQUINAS E EQUIPAMENTOS LTDA;503,22;27/06/2019;;*;27/06/2020;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HU-UFSCAR;HU;LAC;LABORATÓRIO DE ANÁLISES CLÍNICAS;LABORATÓRIO ;498693/0010018819/LAB0012;893600;ANA LAB HEM CTG CELULA MANUAL;EQUIPAMENTO;KACIL;CCS-01;A C PON LAU COMERCIO DE EQUIPAMENTOS ELETRO-ELETRONICOS;503,22;27/06/2017;;0000;27/06/2018;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HU-UFSCAR;HU;LAC;LABORATÓRIO DE ANÁLISES CLÍNICAS;LABORATORIO;LAB0019;S021211;ANA LAB HEM GRUPO SANGUINEO AUTOMATICO;EQUIPAMENTO;SIEMENS;ADVIA-560;CENTERLAB CENTRAL DE LABORATORIOS LTDA;0;11/06/2024;23763.001777/2023-60;198195;11/06/2025;;NÃO;NÃO;SIM;NÃO;NÃO;SIM;NÃO;;;;;;;;;
HU-UFSCAR;HU;LAC;LABORATÓRIO DE ANÁLISES CLÍNICAS;LABORATORIO;LAB0008;FA20FBITH3624;ANA LAB IMUNOENSAIO FLUORIMETRICO;EQUIPAMENTO;SD BIOSENSOR;STANDARD F-200;ECO DIAGNOSTICA LTDA;10000;15/03/2024;;000.095.160;15/03/2025;;NÃO;NÃO;SIM;NÃO;NÃO;SIM;NÃO;;;;;;;;;
